chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'21'	5632000	5648000	1297	1.3422459290975824e-09	5.153061513326479e-10	1.9860526481448727e-09
b'21'	5648000	5664000	1209	1.9277170357862924e-09	1.0545513904431711e-09	2.390467823474941e-09
b'21'	5664000	5680000	1729	1.436749925786758e-09	5.745217910630609e-10	2.0187533712241092e-09
b'21'	5680000	5696000	1312	1.5781012542104837e-09	6.693902269517264e-10	2.1464850442443613e-09
b'21'	5696000	5712000	1101	2.204052627494516e-09	1.4477658415200132e-09	2.5924523953977962e-09
b'21'	5712000	5728000	1189	8.750411728951866e-10	1.933440324918499e-10	1.757559253731023e-09
b'21'	5728000	5744000	1270	1.8053952441276545e-09	8.807448309466382e-10	2.3130465762099586e-09
b'21'	5744000	5760000	1571	2.063021789746845e-09	1.2555551184425764e-09	2.4971936881803783e-09
b'21'	5760000	5776000	1493	6.461064220566349e-10	1.1063567653478607e-10	1.5341585955210721e-09
b'21'	5776000	5792000	1066	1.139276794831683e-09	3.559015523792608e-10	1.8885720540042383e-09
b'21'	5792000	5808000	1252	8.693818036659768e-10	2.412844711880487e-10	1.7621453056799257e-09
b'21'	5808000	5824000	1402	7.096319215808879e-10	1.292852258809365e-10	1.6390214313770398e-09
b'21'	5824000	5840000	1098	8.624014796372252e-10	1.8070433923388848e-10	1.7449195604730616e-09
b'21'	5840000	5856000	1271	7.653122294532767e-10	1.4426691427879225e-10	1.6488676305188266e-09
b'21'	5856000	5872000	1550	8.549257455801983e-10	2.2682841310227014e-10	1.7476892475941472e-09
b'21'	5872000	5888000	1622	1.771372621296115e-09	8.64464286754681e-10	2.2407285531941227e-09
b'21'	5888000	5904000	1669	1.0734408089634786e-09	2.8143107894167543e-10	1.8080045299245132e-09
b'21'	5904000	5920000	1458	5.387640828920704e-10	8.910930836621654e-11	1.4910565055877477e-09
b'21'	5920000	5936000	1014	8.558358593162104e-10	2.2773852683828228e-10	1.7485993613301593e-09
b'21'	5936000	5952000	1306	9.582815024456023e-10	2.3007301726664176e-10	1.7887470099187239e-09
b'21'	5952000	5968000	1426	9.525905874185892e-10	2.464314978822824e-10	1.7881872126446209e-09
b'21'	5968000	5984000	1219	1.201720303661985e-09	4.2238128395448153e-10	1.884465458518319e-09
b'21'	5984000	6000000	799	1.378155378624681e-10	0	9.704667303019387e-10
b'21'	6000000	6016000	1218	1.2536124047772457e-09	4.175579652092221e-10	1.9389710190824325e-09
b'21'	6016000	6032000	1286	1.2384326500645898e-09	3.8219411304759426e-10	1.9196360826155485e-09
b'21'	6032000	6048000	1771	6.473883159132524e-10	1.5683515115737214e-10	1.6078092864437586e-09
b'21'	6048000	6064000	1586	9.91016225926963e-10	2.473247120000156e-10	1.8216997367931998e-09
b'21'	6064000	6080000	1226	9.571802999626297e-10	2.2897181478366922e-10	1.7876458074357513e-09
b'21'	6080000	6096000	1084	8.165567015535655e-10	1.7550638316954781e-10	1.7277041423832173e-09
b'21'	6096000	6112000	1146	1.5751659436566273e-09	6.664549163978701e-10	2.1435497336905047e-09
b'21'	6112000	6128000	1319	1.054038929137805e-09	3.3371019775274915e-10	1.8476807647214188e-09
b'21'	6128000	6144000	1305	2.2069600771695115e-09	1.450673291195009e-09	2.595359845072792e-09
b'21'	6144000	6160000	934	1.5772767665744398e-09	6.685657393156825e-10	2.145660556608317e-09
b'21'	6160000	6176000	1147	4.2684274058799844e-10	3.855098905834157e-11	1.3704391305009246e-09
b'21'	6176000	6192000	1151	9.355348202598244e-10	2.293757307235176e-10	1.771131445485856e-09
b'21'	6192000	6208000	1245	6.643140297179106e-10	1.288432841960618e-10	1.5523662031823478e-09
b'21'	6208000	6224000	1045	4.685002081197902e-10	1.1526948844570996e-10	1.3815916633433484e-09
b'21'	6224000	6240000	1034	1.3520837350040403e-09	4.981547824551634e-10	1.958454055625648e-09
b'21'	6240000	6256000	1321	9.34893446879475e-10	2.2873435734316813e-10	1.7704900721055066e-09
b'21'	6256000	6272000	1151	1.8509585551243762e-09	1.0832118694540088e-09	2.2812617148951494e-09
b'21'	6272000	6288000	697	9.36494899167675e-10	2.303358096313682e-10	1.7720915243937067e-09
b'21'	6288000	6304000	887	1.3397227128400368e-09	5.127829350751023e-10	1.9835294318873274e-09
b'21'	6304000	6320000	716	4.1396730068276293e-10	5.757694179175069e-11	1.3586653649030246e-09
b'21'	6320000	6336000	438	4.510910962370883e-10	9.786037656300805e-11	1.3641825514606464e-09
b'21'	6336000	6352000	410	1.1045865248539703e-09	3.724595435918436e-10	1.8680346906509575e-09
b'21'	6352000	6368000	865	5.895660994524435e-10	7.238855421849472e-11	1.5428657053738305e-09
b'21'	6368000	6384000	1080	1.3058437610307153e-10	0	8.542911900240483e-10
b'21'	6384000	6400000	962	1.1280511626622784e-09	3.4467592020985625e-10	1.877346421834834e-09
b'21'	6400000	6416000	372	2.604584677099472e-09	1.8751249150606076e-09	2.939231043273002e-09
b'21'	6416000	6432000	859	1.8881028102281273e-09	1.0377261133910533e-09	2.3668746490691682e-09
b'21'	6432000	6448000	707	1.9175638636659106e-09	1.0443982183227893e-09	2.380314651354559e-09
b'21'	6448000	6464000	1009	9.640747336076076e-10	2.3586624842864705e-10	1.7945402410807292e-09
b'21'	6464000	6480000	1333	1.654670629108316e-09	7.91941264771249e-10	2.129015525803161e-09
b'21'	6480000	6496000	1338	5.837860509358744e-10	9.25827978634824e-11	1.5222030783543552e-09
b'21'	6496000	6512000	933	6.041837031016328e-10	1.1298045002924083e-10	1.5426007305201138e-09
b'21'	6512000	6528000	954	2.4632373938524874e-09	1.625343833761924e-09	2.8406968908443483e-09
b'21'	6528000	6544000	798	2.8338784787898707e-09	2.1035021582552392e-09	3.1652920642536063e-09
b'21'	6544000	6560000	548	1.4386006088367314e-09	6.128951242949814e-10	2.0472953534449607e-09
b'21'	6560000	6576000	1045	1.0787197173751694e-09	3.465927361130427e-10	1.8421678831721565e-09
b'21'	6576000	6592000	1163	1.257502639770601e-09	4.0126410275360535e-10	1.9387060723215596e-09
b'21'	6592000	6608000	1212	5.899064729824932e-10	9.870321991010124e-11	1.5283235004009742e-09
b'21'	6608000	6624000	1376	1.220933319451142e-09	4.415942997436386e-10	1.9036784743074767e-09
b'21'	6624000	6640000	1109	1.3676456432059824e-09	5.137166906571056e-10	1.97401596382759e-09
b'21'	6640000	6656000	847	1.1606968438960853e-09	3.860581337745741e-10	1.8954681043982278e-09
b'21'	6656000	6672000	947	1.2204688209100785e-09	4.4112980120257507e-10	1.903213975766413e-09
b'21'	6672000	6688000	870	7.587411945099209e-10	1.545340435317232e-10	1.657893585941378e-09
b'21'	6688000	6704000	1119	8.553301244274265e-10	1.7363298402408984e-10	1.737848205263263e-09
b'21'	6704000	6720000	927	1.297254125145133e-09	4.0454869612204464e-10	1.9253302606899637e-09
b'21'	6720000	6736000	1135	1.2041930033863822e-09	4.248539836788787e-10	1.8869381582427166e-09
b'21'	6736000	6752000	1250	8.461583380587463e-10	1.6446119765540964e-10	1.7286764188945828e-09
b'21'	6752000	6768000	1300	1.99912925862413e-09	1.1904226763681722e-09	2.4393942219991446e-09
b'21'	6768000	6784000	1254	6.435623045255594e-10	1.5300913976967918e-10	1.6039832750560658e-09
b'21'	6784000	6800000	850	6.565596842514684e-10	1.210889387296196e-10	1.5446118577159055e-09
b'21'	6800000	6816000	161	4.927056936445551e-10	2.8622244197182827e-11	1.444182496546307e-09
b'21'	6816000	6832000	775	3.848256179788129e-10	8.379200050079364e-11	1.302709720037321e-09
b'21'	6832000	6848000	803	1.0461758564670086e-09	3.258471250819527e-10	1.8398176920506223e-09
b'21'	6848000	6864000	988	1.5794015199316824e-09	6.706904926729252e-10	2.14778530996556e-09
b'21'	6864000	6880000	457	5.641972613873356e-10	7.29940083149436e-11	1.5026142888058166e-09
b'21'	6880000	6896000	1150	2.0239679563187675e-09	1.23782887193325e-09	2.431904296581916e-09
b'21'	6896000	6912000	704	3.0983246705869087e-09	2.367948350052277e-09	3.4297382560506443e-09
b'21'	6912000	6928000	1001	1.267100677356974e-09	4.3104623778895033e-10	1.9524592916621608e-09
b'21'	6928000	6944000	910	2.874413764865547e-09	2.1440374443309156e-09	3.2058273503292827e-09
b'21'	6944000	6960000	1078	5.984011004412679e-10	1.0719784736887593e-10	1.536818127859749e-09
b'21'	6960000	6976000	890	1.2612138870148485e-09	4.049753499978529e-10	1.942417319565807e-09
b'21'	6976000	6992000	1446	1.1329648385880056e-09	3.495895961355835e-10	1.882260097760561e-09
b'21'	6992000	7008000	1438	2.866272571392222e-09	2.1240305008084015e-09	3.191593902377284e-09
b'21'	7008000	7024000	921	1.3697150486097823e-09	5.157860960609055e-10	1.9760853692313898e-09
b'21'	7024000	7040000	1071	1.4821682103620342e-09	6.101466318046649e-10	2.060293396974189e-09
b'21'	7040000	7056000	849	8.099651116745549e-10	1.6891479329053712e-10	1.7211125525042066e-09
b'21'	7056000	7072000	1136	3.2830755503306075e-10	2.672211343271132e-12	1.251714028540587e-09
b'21'	7072000	7088000	1306	5.975355192549192e-10	1.0633226618252721e-10	1.5359525466734002e-09
b'21'	7088000	7104000	1051	6.722195914749835e-10	1.3674884595313467e-10	1.5602717649394205e-09
b'21'	7104000	7120000	752	2.5260827687314596e-09	1.8123380498482682e-09	2.8850439073227e-09
b'21'	7120000	7136000	232	7.699195416227512e-10	1.4887422644826682e-10	1.6534749426883012e-09
b'21'	7136000	7152000	631	3.0523480277679364e-10	2.6684272912652554e-11	1.2059070839778473e-09
b'21'	7152000	7168000	964	5.850332613698695e-10	9.383000829747744e-11	1.5234502887883504e-09
b'21'	7168000	7184000	974	1.311034195574411e-09	4.1832876655132246e-10	1.9391103311192415e-09
b'21'	7184000	7200000	1353	7.329412598701274e-10	1.5259456417017598e-10	1.6623307696662793e-09
b'21'	7200000	7216000	694	9.577557591886092e-10	2.2954727400964866e-10	1.7882212666617308e-09
b'21'	7216000	7232000	1210	1.2028522515468304e-09	4.235132318393269e-10	1.8855974064031648e-09
b'21'	7232000	7248000	1179	1.2620744841441561e-09	4.0583594712716055e-10	1.943277916695115e-09
b'21'	7248000	7264000	1490	9.317367635280545e-10	2.0352827834909402e-10	1.7622022710011761e-09
b'21'	7264000	7280000	1455	1.5960571058392548e-09	7.232044920412628e-10	2.1290785217330963e-09
b'21'	7280000	7296000	1580	1.1841131655200266e-09	4.1977915693502736e-10	1.911573873858539e-09
b'21'	7296000	7312000	1547	2.083904547972662e-09	1.2375955722954939e-09	2.5108693059661926e-09
b'21'	7312000	7328000	1466	3.8347802863600767e-10	8.244441115798842e-11	1.3013621306945159e-09
b'21'	7328000	7344000	998	7.704855311403522e-10	1.4944021596586776e-10	1.6540409322059021e-09
b'21'	7344000	7360000	820	8.016560157391396e-10	1.6060569735512184e-10	1.7128034565687914e-09
b'21'	7360000	7376000	1380	3.342288692154778e-10	2.2541909128843504e-12	1.316319547440889e-09
b'21'	7376000	7392000	1401	7.49330252463758e-10	1.2828493728927359e-10	1.632885653529308e-09
b'21'	7392000	7408000	1332	9.305347086508529e-10	2.0232622347189239e-10	1.7610002161239745e-09
b'21'	7408000	7424000	1329	1.0576275000480543e-09	3.3729876866299837e-10	1.851269335631668e-09
b'21'	7424000	7440000	1073	2.115998141043315e-09	1.3064680647366293e-09	2.5093232135552006e-09
b'21'	7440000	7456000	1073	1.9889156797324087e-09	1.1802090974764508e-09	2.429180643107423e-09
b'21'	7456000	7472000	751	1.251226179358164e-09	3.949876423411685e-10	1.9324296119091228e-09
b'21'	7472000	7488000	1234	5.907501120431559e-10	7.35725668092071e-11	1.5440497179645429e-09
b'21'	7488000	7504000	1036	2.5331550526490836e-10	0	1.1683744949571496e-09
b'21'	7504000	7520000	868	5.043939657446104e-10	1.1449229646029e-10	1.4465858485913317e-09
b'21'	7520000	7536000	851	4.142870777825277e-10	5.789671889151547e-11	1.3589851420027895e-09
b'21'	7536000	7552000	900	1.1833542805347879e-09	4.190202719497886e-10	1.9108149888733002e-09
b'21'	7552000	7568000	441	4.0655062508086347e-10	5.0160266189851234e-11	1.3512486893011253e-09
b'21'	7568000	7584000	535	7.527710460827349e-10	1.3172573090825054e-10	1.6363264471482849e-09
b'21'	7584000	7600000	312	5.266585355858915e-10	6.257508613851928e-11	1.4781353384876433e-09
b'21'	7600000	7616000	870	1.1669218906451062e-09	3.92283180523595e-10	1.901693151147249e-09
b'21'	7616000	7632000	1231	1.096239655996254e-09	3.641126747341273e-10	1.8596878217932412e-09
b'21'	7632000	7648000	1267	7.018234776559203e-10	1.5723450929063101e-10	1.6341481506756552e-09
b'21'	7648000	7664000	1201	1.0741055451112087e-09	2.8209581508940546e-10	1.8086692660722433e-09
b'21'	7664000	7680000	1142	9.988064441439592e-10	2.5511493021701187e-10	1.829489955010196e-09
b'21'	7680000	7696000	537	2.8134773377841836e-09	2.083101017249552e-09	3.144890923247919e-09
b'21'	7696000	7712000	1559	1.7667208762581177e-09	8.598125417166836e-10	2.2360768081561255e-09
b'21'	7712000	7728000	1358	7.679030419844437e-10	1.4685772680995932e-10	1.6514584430499937e-09
b'21'	7728000	7744000	1214	2.121647320496687e-09	1.312117244190001e-09	2.5149723930085723e-09
b'21'	7744000	7760000	1279	1.257291847507499e-09	4.2123740793947534e-10	1.9426504618126858e-09
b'21'	7760000	7776000	1119	1.9977012266006795e-09	1.1889946443447215e-09	2.437966189975694e-09
b'21'	7776000	7792000	1099	1.9932819130627996e-09	1.1845753308068416e-09	2.433546876437814e-09
b'21'	7792000	7808000	1140	2.024578602987458e-09	1.2384395186019403e-09	2.4325149432506064e-09
b'21'	7808000	7824000	888	1.5631827753124206e-09	6.544717480536633e-10	2.1315665653462977e-09
b'21'	7824000	7840000	867	1.1337468246776305e-09	3.503715822252084e-10	1.8830420838501857e-09
b'21'	7840000	7856000	1120	1.0790204553770365e-09	3.468934741149098e-10	1.8424686211740236e-09
b'21'	7856000	7872000	1389	1.3162855974353224e-09	4.23580168412234e-10	1.944361732980153e-09
b'21'	7872000	7888000	1187	2.147740639592997e-09	1.2826555082855446e-09	2.558752042283062e-09
b'21'	7888000	7904000	1042	1.6904480309065484e-09	8.557646140783071e-10	2.2170235418794527e-09
b'21'	7904000	7920000	1030	2.001067807610313e-09	1.1923612253543549e-09	2.4413327709853272e-09
b'21'	7920000	7936000	975	1.008873703581093e-09	2.651821896541456e-10	1.8395572144473297e-09
b'21'	7936000	7952000	423	2.8926987250921026e-09	2.162322404557471e-09	3.224112310555838e-09
b'21'	7952000	7968000	1067	5.202309461038222e-10	5.6147496656449975e-11	1.471707749005574e-09
b'21'	7968000	7984000	876	4.975557792325077e-10	3.347232978513547e-11	1.4490325821342594e-09
b'21'	7984000	8000000	1087	5.744519089090765e-10	8.324865583668451e-11	1.5128689363275573e-09
b'21'	8000000	8016000	835	8.606581837064434e-10	2.3256085122851524e-10	1.7534216857203923e-09
b'21'	8016000	8032000	1108	6.860384207601002e-10	1.414494523948109e-10	1.618363093779835e-09
b'21'	8032000	8048000	1329	1.4437051275472107e-09	5.814769928235137e-10	2.025708572984562e-09
b'21'	8048000	8064000	823	1.2991639036620453e-09	4.0645847463895685e-10	1.9272400392068755e-09
b'21'	8064000	8080000	1301	1.0008918483708616e-09	2.5720033444391423e-10	1.8315753592370984e-09
b'21'	8080000	8096000	1057	1.377037578645299e-09	5.58087973292962e-10	1.9930684160978404e-09
b'21'	8096000	8112000	1064	4.958520790141073e-10	3.176862956673503e-11	1.447328881915859e-09
b'21'	8112000	8128000	654	2.1218630803260014e-09	1.3123330040193156e-09	2.515188152837887e-09
b'21'	8128000	8144000	1297	2.349762170583104e-09	1.517970784813939e-09	2.7485548527933177e-09
b'21'	8144000	8160000	1055	1.1649491790629417e-09	3.903104689414305e-10	1.899720439565084e-09
b'21'	8160000	8176000	1008	6.568354465131748e-10	1.6628228175729454e-10	1.6172564170436811e-09
b'21'	8176000	8192000	676	1.0602573626661394e-09	3.3992863128108355e-10	1.8538991982497532e-09
b'21'	8192000	8208000	301	1.4544719616907928e-09	5.922438269670958e-10	2.036475407128144e-09
b'21'	8208000	8224000	472	3.9449708185123476e-10	3.8106722960222526e-11	1.3391951460714965e-09
b'21'	8224000	8240000	1557	1.6928217129927148e-09	8.581382961644735e-10	2.2193972239656193e-09
b'21'	8240000	8256000	1591	1.1460489259469405e-09	3.626736834945184e-10	1.895344185119496e-09
b'21'	8256000	8272000	1342	1.9176810886875204e-09	1.0445154433443991e-09	2.380431876376169e-09
b'21'	8272000	8288000	1477	7.074293670932317e-10	1.2708267139328032e-10	1.6368188768893837e-09
b'21'	8288000	8304000	1468	1.924097713244099e-09	1.0509320679009776e-09	2.3868485009327473e-09
b'21'	8304000	8320000	1143	7.573572083442291e-10	1.7701051264427772e-10	1.686746718140381e-09
b'21'	8320000	8336000	1317	1.2596057000195717e-09	4.0336716300257617e-10	1.9408091325705304e-09
b'21'	8336000	8352000	1448	1.992397442300265e-09	1.1836908600443069e-09	2.4326624056752792e-09
b'21'	8352000	8368000	1171	1.9410814864609436e-09	1.1387140306509722e-09	2.4155155673713568e-09
b'21'	8368000	8384000	1163	2.6679656129807267e-09	1.9010484581987835e-09	2.9919084410983783e-09
b'21'	8384000	8400000	1288	2.146230869034071e-09	1.2811457377266183e-09	2.5572422717241357e-09
b'21'	8400000	8416000	1411	1.6053360743546061e-09	7.324834605566142e-10	2.1383574902484477e-09
b'21'	8416000	8432000	783	1.9912401940958634e-09	1.1825336118399055e-09	2.431505157470878e-09
b'21'	8432000	8448000	760	2.911872890935382e-09	2.1814965704007506e-09	3.2432864763991177e-09
b'21'	8448000	8464000	1193	2.863961862866771e-09	2.1217197922829507e-09	3.1892831938518334e-09
b'21'	8464000	8480000	1308	7.49719788855974e-10	1.6937309315602265e-10	1.679109298652126e-09
b'21'	8480000	8496000	1256	2.4649920466341747e-10	0	1.2100762172882564e-09
b'21'	8496000	8512000	1001	1.80556338129194e-09	8.809129681109237e-10	2.3132147133742436e-09
b'21'	8512000	8528000	526	1.4831362388408653e-09	6.11114660283496e-10	2.0612614254530204e-09
b'21'	8528000	8544000	720	2.6407486439714274e-09	1.9356616690544256e-09	2.967061603957624e-09
b'21'	8544000	8560000	709	1.4296632570617002e-09	5.674351223380032e-10	2.0116667024990513e-09
b'21'	8560000	8576000	1023	9.926998902360575e-10	2.4900837630911015e-10	1.8233834011022943e-09
b'21'	8576000	8592000	843	6.449963672580299e-10	1.5444320250214962e-10	1.6054173377885361e-09
b'21'	8592000	8608000	460	3.798432555169864e-10	7.880963803896716e-11	1.2977273575754946e-09
b'21'	8608000	8624000	967	1.4400709181240341e-09	6.143654335822841e-10	2.0487656627322634e-09
b'21'	8624000	8640000	878	9.56405403694146e-10	2.281969185151855e-10	1.7868709111672676e-09
b'21'	8640000	8656000	631	5.643840638452406e-10	7.318081077284864e-11	1.5028010912637216e-09
b'21'	8656000	8672000	827	6.640721534297002e-10	1.286014079078514e-10	1.5521243268941373e-09
b'21'	8672000	8688000	1009	8.623002311392439e-10	2.342028986613158e-10	1.7550637331531929e-09
b'21'	8688000	8704000	800	7.609624435111216e-10	1.399171283366372e-10	1.6445178445766715e-09
b'21'	8704000	8720000	811	2.0276957817827485e-09	1.241556697397231e-09	2.435632122045897e-09
b'21'	8720000	8736000	910	1.6190508081335058e-09	7.423967643314006e-10	2.1511286121720282e-09
b'21'	8736000	8752000	826	4.493469753160836e-10	9.611625564200335e-11	1.3624384305396418e-09
b'21'	8752000	8768000	859	5.100376024836884e-10	4.595415303631612e-11	1.46151440538544e-09
b'21'	8768000	8784000	692	1.1606601674663333e-09	3.8602145734482206e-10	1.895431427968476e-09
b'21'	8784000	8800000	242	2.88459365153167e-09	2.1542173309970384e-09	3.2160072369954054e-09
b'21'	8800000	8816000	1030	6.010286953133994e-10	1.0982544224100741e-10	1.5394457227318802e-09
b'21'	8816000	8832000	1349	1.3786742308363524e-09	5.597246254840154e-10	1.994705068288894e-09
b'21'	8832000	8848000	849	7.608948596976428e-10	1.3984954452315843e-10	1.6444502607631928e-09
b'21'	8848000	8864000	1220	8.579755648445768e-10	2.2987823236664863e-10	1.750739066858526e-09
